ID	GeneSymbol	mRNA_Accession	adj.P.Val	P.Value	t	B	logFC	Gene.title
10479294		ENSMUST00000098996	0.05358132	1.00E-02	-3.55	-3.31983	-5.00E-01	
10434932	Fam43a	NM_177632	0.05358695	1.00E-02	3.55	-3.3201	5.10E-01	"family with sequence similarity 43, member A"
10453692		GENSCAN00000003347	0.05362552	1.00E-02	3.55	-3.32104	5.73E-01	
10435821	Naa50	NM_028108	0.0536701	1.00E-02	3.54	-3.32209	8.03E-01	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"
10382069	Psmc5	NM_008950	0.05368662	1.00E-02	3.54	-3.32258	6.77E-01	"protease (prosome, macropain) 26S subunit, ATPase 5"
10457331	Mzt1	NM_175245	0.053709	1.01E-02	3.54	-3.32333	7.27E-01	mitotic spindle organizing protein 1
10343785		0	0.053709	1.01E-02	-3.54	-3.32336	-8.77E-01	
10340146		0	0.05376654	1.01E-02	-3.54	-3.32467	-1.2	
10431948	Rpap3	NM_028003	0.05384288	1.01E-02	3.54	-3.32635	8.63E-01	RNA polymerase II associated protein 3
10454993	Hars2	NM_080636	0.05388043	1.01E-02	-3.54	-3.32726	-3.87E-01	histidyl-tRNA synthetase 2
10573054	Gypa	NM_010369	0.05391782	1.01E-02	-3.54	-3.32817	-2.31	glycophorin A
10545077		ENSMUST00000083820	0.05391806	1.01E-02	-3.54	-3.32844	-4.03E-01	
10343012		0	0.05391806	1.01E-02	-3.54	-3.3285	-1.29	
10442143		ENSMUST00000095633	0.05395095	1.01E-02	3.54	-3.32947	5.63E-01	
10384795	Cyb5d1	NM_001045525	0.05395095	1.01E-02	-3.54	-3.32948	-6.80E-01	cytochrome b5 domain containing 1
10342224		0	0.05398436	1.01E-02	-3.54	-3.3303	-4.47E-01	
10389025	Myo1d	NM_177390	0.05398521	1.01E-02	-3.54	-3.33048	-3.77E-01	myosin ID
10481291	Gtf3c5	NM_001290484	0.05401908	1.01E-02	3.54	-3.33132	7.23E-01	"general transcription factor IIIC, polypeptide 5"
10551061	Zfp574	NM_001168506	0.0540471	1.01E-02	-3.54	-3.33203	-3.40E-01	zinc finger protein 574
10471294	Plpp7	NM_145521	0.05406774	1.01E-02	-3.54	-3.33261	-5.03E-01	phospholipid phosphatase 7 (inactive)
10423623	Erich5	NM_173421	0.05406774	1.01E-02	-3.54	-3.33277	-4.00E-01	glutamate rich 5
10451860	Pot1b	NM_028370	0.05407685	1.01E-02	-3.54	-3.33311	-6.33E-01	protection of telomeres 1B
10347888	Ccl20	NM_001159738	0.05409665	1.01E-02	-3.54	-3.33366	-5.70E-01	chemokine (C-C motif) ligand 20
10480379	Mrps5	NM_029963	0.05410524	1.02E-02	3.54	-3.334	4.27E-01	mitochondrial ribosomal protein S5
10489503	Wfdc6a	NM_001033240	0.0541068	1.02E-02	-3.54	-3.33419	-5.73E-01	WAP four-disulfide core domain 6A
10596119	Cep63///Cep63	NM_001081122	0.05414142	1.02E-02	-3.54	-3.33504	-5.03E-01	centrosomal protein 63///centrosomal protein 63
10413229	Anxa11	NM_013469	0.05415185	1.02E-02	3.54	-3.3354	4.43E-01	annexin A11
10598796	Dusp21	NM_028568	0.05418048	1.02E-02	-3.53	-3.33613	-4.40E-01	dual specificity phosphatase 21
10457378	Gm9993	XM_006526414	0.0541964	1.02E-02	-3.53	-3.33673	-4.87E-01	predicted gene 9993
10425257	Polr2f	NM_027231	0.0541964	1.02E-02	3.53	-3.33677	8.87E-01	polymerase (RNA) II (DNA directed) polypeptide F
10339613		0	0.05421009	1.02E-02	-3.53	-3.33732	-9.43E-01	
10338923		0	0.05421009	1.02E-02	-3.53	-3.33737	-9.60E-01	
10341177		0	0.05421009	1.02E-02	-3.53	-3.33752	-7.10E-01	
10485989	Aqr	NM_001290788	0.05421368	1.02E-02	-3.53	-3.33777	-4.30E-01	aquarius
10338104		0	0.05421368	1.02E-02	3.53	-3.33792	4.20E-01	
10399640		XM_006515309	0.05421949	1.02E-02	-3.53	-3.33819	-5.53E-01	
10371907	Nedd1	NM_008682	0.05423157	1.02E-02	3.53	-3.33859	1	"neural precursor cell expressed, developmentally down-regulated gene 1"
10398342	Mir433///6430411K18Rik	NR_002848	0.05423411	1.02E-02	-3.53	-3.3388	-5.60E-01	microRNA 433///RIKEN cDNA 6430411K18 gen
10561679	Psmd8	NM_026545	0.05423417	1.02E-02	3.53	-3.33908	4.20E-01	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
10430851	Cyp2d22	NM_001163472	0.05423417	1.02E-02	-3.53	-3.33913	-3.40E-01	"cytochrome P450, family 2, subfamily d, polypeptide 22"
10357888	Ppfia4	NM_001144855	0.05425077	1.02E-02	-3.53	-3.33962	-3.87E-01	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4"
10569341	Mir675///Supt6	NR_001592	0.05432676	1.02E-02	-3.53	-3.34128	-3.70E-01	microRNA 675///suppressor of Ty 6
10555921	Gm5901	NM_001195727	0.05437665	1.02E-02	-3.53	-3.34243	-3.57E-01	predicted gene 5901
10522653		ENSMUST00000086909	0.05438756	1.02E-02	-3.53	-3.3428	-7.93E-01	
10508069	Mir692-3///Mir692-2///Ftl1	NM_010240	0.05440461	1.02E-02	3.53	-3.3433	4.30E-01	microRNA 692-3///microRNA 692-2///ferritin light polypeptide 1
10553965		NONMMUT061890	0.05441747	1.02E-02	3.53	-3.34372	3.87E-01	
10424772	K230010J24Rik	XM_006521617	0.05442459	1.02E-02	-3.53	-3.34402	-5.60E-01	RIKEN cDNA K230010J24 gene
10373702	Pisd-ps1///Pisd-ps3	NR_003517	0.0544382	1.03E-02	-3.53	-3.3445	-4.87E-01	"phosphatidylserine decarboxylase, pseudogene 1///phosphatidylserine decarboxylase, pseudogene 3"
10456289	AA667203	AK153754	0.0544382	1.03E-02	-3.53	-3.34467	-4.47E-01	expressed sequence AA667203
10374426		10374426	0.0544382	1.03E-02	3.53	-3.34477	4.43E-01	
10360185		10360185	0.05448845	1.03E-02	-3.53	-3.34602	-4.20E-01	
10389625		ENSMUST00000157376	0.05448845	1.03E-02	-3.53	-3.34608	-4.63E-01	
10471062	Ntmt1	NM_170592	0.05449251	1.03E-02	3.53	-3.34632	4.50E-01	N-terminal Xaa-Pro-Lys N-methyltransferase 1
10382973	6030468B19Rik	NM_029964	0.05449913	1.03E-02	-3.53	-3.34661	-4.30E-01	RIKEN cDNA 6030468B19 gene
10503204	Chd7	NM_001277149	0.05451792	1.03E-02	-3.53	-3.34714	-6.43E-01	chromodomain helicase DNA binding protein 7
10474958	Dll4	NM_019454	0.05452546	1.03E-02	-3.53	-3.34745	-4.93E-01	delta-like 4 (Drosophila)
10404937		ENSMUST00000158506	0.05455163	1.03E-02	-3.53	-3.34831	-4.17E-01	
10347796	Rhbdd1	NM_001122685	0.05455163	1.03E-02	3.53	-3.34842	9.63E-01	rhomboid domain containing 1
10582287	Car5a	NM_007608	0.05455163	1.03E-02	-3.53	-3.34844	-3.73E-01	"carbonic anhydrase 5a, mitochondrial"
10470529	Olfm1	NM_001038612	0.05456857	1.03E-02	3.53	-3.34894	7.27E-01	olfactomedin 1
10585410	Sh2d7	NM_173778	0.05458425	1.03E-02	-3.52	-3.34952	-3.50E-01	SH2 domain containing 7
10585970	Myo9a	NM_173018	0.05458425	1.03E-02	3.52	-3.34957	6.53E-01	myosin IXa
10599812	Zic3	NM_009575	0.05460445	1.03E-02	-3.52	-3.35013	-3.67E-01	zinc finger protein of the cerebellum 3
10516695	Tmem39b	NM_199305	0.05462143	1.03E-02	3.52	-3.35062	4.53E-01	transmembrane protein 39b
10344045		0	0.0546397	1.03E-02	-3.52	-3.35116	-9.67E-01	
10344234		0	0.0546397	1.03E-02	-3.52	-3.3513	-3.93E-01	
10492325	Ube2v1	NM_023230	0.05464697	1.03E-02	3.52	-3.3516	4.57E-01	ubiquitin-conjugating enzyme E2 variant 1
10412830	Ngly1	NM_021504	0.05465336	1.03E-02	-3.52	-3.35189	-5.70E-01	N-glycanase 1
10515839	Gm12863	ENSMUST00000155069	0.05465678	1.03E-02	-3.52	-3.35211	-4.10E-01	predicted gene 12863
10341401		0	0.05468346	1.03E-02	-3.52	-3.3528	-1.46	
10368343	Arg1	NM_007482	0.05468346	1.03E-02	3.52	-3.35296	1.52	"arginase, liver"
10489589	4930445K14Rik	AK015392	0.05473633	1.03E-02	-3.52	-3.35421	-4.60E-01	RIKEN cDNA 4930445K14 gene
10383423	Anapc11	NM_001038230	0.05473633	1.03E-02	3.52	-3.35432	6.77E-01	anaphase promoting complex subunit 11
10343774		0	0.0548227	1.04E-02	-3.52	-3.35617	-8.70E-01	
10363575	Dna2	NM_177372	0.05486372	1.04E-02	3.52	-3.35713	8.37E-01	DNA replication helicase/nuclease 2
10344202		0	0.05488537	1.04E-02	-3.52	-3.35772	-7.40E-01	
10593842	Tspan3	NM_019793	0.0548973	1.04E-02	3.52	-3.35812	7.10E-01	tetraspanin 3
10433977	Tmem191c	NM_177473	0.0548973	1.04E-02	-3.52	-3.35827	-4.70E-01	transmembrane protein 191C
10596135		ENSMUST00000083532	0.05491208	1.04E-02	-3.52	-3.35904	-5.63E-01	
10458816	Ticam2	NM_173394	0.05491208	1.04E-02	3.52	-3.35937	4.23E-01	toll-like receptor adaptor molecule 2
10425116	Cdc42ep1	NM_027219	0.05491208	1.04E-02	3.52	-3.35942	5.87E-01	CDC42 effector protein (Rho GTPase binding) 1
10344552		0	0.05491208	1.04E-02	-3.52	-3.35951	-1.33	
10391555	Ppy	NM_008918	0.05491208	1.04E-02	-3.52	-3.35955	-3.37E-01	pancreatic polypeptide
10474575	Slc12a6	ENSMUST00000141047	0.05491208	1.04E-02	-3.52	-3.35962	-3.60E-01	"solute carrier family 12, member 6"
10437712	Zc3h7a	NM_145931	0.05491208	1.04E-02	-3.52	-3.35978	-4.30E-01	zinc finger CCCH type containing 7 A
10471533		ENSMUST00000082718	0.05491208	1.04E-02	-3.52	-3.35983	-4.20E-01	
10340346		0	0.05491337	1.04E-02	-3.52	-3.36002	-7.77E-01	
10344102		0	0.05491392	1.04E-02	-3.52	-3.36019	-9.43E-01	
10349016	2310035C23Rik	NM_029349	0.05495749	1.04E-02	-3.52	-3.36129	-4.43E-01	RIKEN cDNA 2310035C23 gene
10351063		GENSCAN00000001633	0.05495749	1.04E-02	-3.52	-3.36136	-4.40E-01	
10428561	Rad21	NM_009009	0.05501374	1.04E-02	3.52	-3.36262	5.17E-01	RAD21 cohesin complex component
10454233		GENSCAN00000013874	0.05503088	1.04E-02	-3.52	-3.36335	-4.80E-01	
10493758	Gatad2b	NM_139304	0.05503088	1.04E-02	-3.52	-3.36338	-5.67E-01	GATA zinc finger domain containing 2B
10495197	Kcna2	NM_008417	0.05503088	1.04E-02	-3.52	-3.36343	-3.63E-01	"potassium voltage-gated channel, shaker-related subfamily, member 2"
10342659		0	0.05509384	1.04E-02	3.51	-3.36482	8.57E-01	
10342007		0	0.0551208	1.05E-02	-3.51	-3.36572	-1.36	
10346340	9430016H08Rik	NM_001081181	0.0551208	1.05E-02	3.51	-3.36574	7.10E-01	RIKEN cDNA 9430016H08 gene
10580519		ENSMUST00000093326	0.0551208	1.05E-02	3.51	-3.36582	7.80E-01	
10597833	Sec22c	NM_001164562	0.05513863	1.05E-02	-3.51	-3.36641	-3.80E-01	"SEC22 homolog C, vesicle trafficking protein"
10533261	Rph3a	NM_011286	0.05513863	1.05E-02	-3.51	-3.36649	-3.63E-01	rabphilin 3A
10354630	Gtf3c3	NM_001033194	0.05517196	1.05E-02	3.51	-3.36743	4.30E-01	"general transcription factor IIIC, polypeptide 3"
10407390	Ptbp1	NM_001077363	0.05517196	1.05E-02	3.51	-3.36745	4.43E-01	polypyrimidine tract binding protein 1
10342831		0	0.05519487	1.05E-02	-3.51	-3.36806	-1.05	
10473230	Nup35	NM_001190179	0.05521928	1.05E-02	3.51	-3.36869	5.70E-01	nucleoporin 35
10339270		0	0.05525339	1.05E-02	-3.51	-3.36966	-5.67E-01	
10387372	Kdm6b	NM_001017426	0.05525339	1.05E-02	-3.51	-3.36967	-1.5	KDM1 lysine (K)-specific demethylase 6B
10446587	C030034I22Rik	NR_026848	0.0553029	1.05E-02	-3.51	-3.37079	-1.02	RIKEN cDNA C030034I22 gene
10339409		0	0.05530433	1.05E-02	-3.51	-3.37098	-7.40E-01	
10413377		GENSCAN00000046617	0.05533651	1.05E-02	-3.51	-3.37207	-3.60E-01	
10430778	Phf5a	NM_026737	0.05533651	1.05E-02	3.51	-3.37207	4.47E-01	PHD finger protein 5A
10491399		10491399	0.05533651	1.05E-02	3.51	-3.37208	6.87E-01	
10564417	Aldh1a3	NM_053080	0.05534617	1.05E-02	-3.51	-3.37262	-3.50E-01	"aldehyde dehydrogenase family 1, subfamily A3"
10526720	Smok3b///Smok3a///Smok4a///Smok2b///Smok2a	NM_001126045	0.05534617	1.05E-02	-3.51	-3.37267	-3.67E-01	sperm motility kinase 3B///sperm motility kinase 3A///sperm motility kinase 4A///sperm motility kinase 2B///sperm motility kinase 2A
10412701	3830406C13Rik	NM_001284383	0.05534617	1.05E-02	3.51	-3.37275	8.63E-01	RIKEN cDNA 3830406C13 gene
10454095		GENSCAN00000012234	0.05536298	1.05E-02	-3.51	-3.37323	-4.53E-01	
10600482		10600482	0.05537237	1.05E-02	-3.51	-3.37357	-1.01	
10584288	Robo4	NM_028783	0.05537758	1.05E-02	-3.51	-3.37383	-4.80E-01	roundabout guidance receptor 4
10391196	Zfp385c	NM_177790	0.05542639	1.05E-02	-3.51	-3.37509	-4.47E-01	zinc finger protein 385C
10478145	Ppp1r16b	NM_001159662	0.05542639	1.05E-02	3.51	-3.3751	4.83E-01	"protein phosphatase 1, regulatory (inhibitor) subunit 16B"
10370259	Col18a1	NM_001109991	0.0554721	1.06E-02	3.51	-3.37616	4.53E-01	"collagen, type XVIII, alpha 1"
10569896	Cd209g	NM_027343	0.0554721	1.06E-02	-3.51	-3.37644	-4.80E-01	CD209g antigen
10373873	Sf3a1	NM_026175	0.0554721	1.06E-02	3.51	-3.37646	6.83E-01	"splicing factor 3a, subunit 1"
10473045	Rbm45	NM_153405	0.05550427	1.06E-02	3.51	-3.37767	4.83E-01	RNA binding motif protein 45
10604932	Cd99l2///Cd99l2	NM_001199349	0.05550427	1.06E-02	3.5	-3.37777	7.03E-01	CD99 antigen-like 2///CD99 antigen-like 2
10596051	Slc35g2	NM_001101483	0.05550427	1.06E-02	-3.5	-3.37782	-5.07E-01	"solute carrier family 35, member G2"
10339765		0	0.05550427	1.06E-02	3.5	-3.37798	5.20E-01	
10538929		ENSMUST00000103382	0.05550427	1.06E-02	-3.5	-3.37799	-4.40E-01	
10592878	Upk2	NM_009476	0.05550427	1.06E-02	-3.5	-3.37803	-4.60E-01	uroplakin 2
10585778	Sema7a	NM_011352	0.05550655	1.06E-02	3.5	-3.37845	9.93E-01	"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A"
10505512	Trim32	NM_001161782	0.05550655	1.06E-02	3.5	-3.37845	7.00E-01	tripartite motif-containing 32
10352320	Tmem63a	NM_144794	0.05550655	1.06E-02	-3.5	-3.37858	-5.70E-01	transmembrane protein 63a
10338202		0	0.05550655	1.06E-02	-3.5	-3.3788	-5.23E-01	
10418917	Fam25c	ENSMUST00000052126	0.05550655	1.06E-02	-3.5	-3.37898	-3.57E-01	"family with sequence similarity 25, member C"
10350758		AK080751	0.05550655	1.06E-02	-3.5	-3.37903	-9.83E-01	
10467697	Mms19	NM_028152	0.05551997	1.06E-02	-3.5	-3.37958	-4.03E-01	MMS19 (MET18 S. cerevisiae)
10408077	Hist1h2ak	NM_178183	0.05551997	1.06E-02	3.5	-3.3797	1.13	"histone cluster 1, H2ak"
10352777	Slc30a1	NM_009579	0.05551997	1.06E-02	-3.5	-3.37976	-8.97E-01	"solute carrier family 30 (zinc transporter), member 1"
10449547		AK134938	0.05552709	1.06E-02	-3.5	-3.38012	-5.27E-01	
10340523		0	0.05552709	1.06E-02	-3.5	-3.38021	-5.77E-01	
10480275	Nebl	NM_028757	0.05553534	1.06E-02	-3.5	-3.38053	-7.50E-01	nebulette
10545921	Mxd1	NM_010751	0.05553534	1.06E-02	-3.5	-3.38069	-1.02	MAX dimerization protein 1
10339840		0	0.05557371	1.06E-02	-3.5	-3.38159	-1.16	
10389087	Rffl	NM_001007465	0.05557371	1.06E-02	-3.5	-3.38175	-4.43E-01	ring finger and FYVE like domain containing protein
10488266	Dzank1	NM_172859	0.05560134	1.06E-02	-3.5	-3.38244	-3.30E-01	double zinc ribbon and ankyrin repeat domains 1
10585982	Myo9a	NM_173018	0.05571822	1.06E-02	3.5	-3.38485	8.43E-01	myosin IXa
10414723		ENSMUST00000180549	0.05576222	1.07E-02	-3.5	-3.38601	-1.53	
10414923		ENSMUST00000180549	0.05576222	1.07E-02	-3.5	-3.38601	-1.53	
10474642	BC052040	NM_001145898	0.05579528	1.07E-02	3.5	-3.38688	5.63E-01	cDNA sequence BC052040
10399178	Cdca7l	NM_146040	0.05579528	1.07E-02	3.5	-3.38697	6.20E-01	cell division cycle associated 7 like
10549420	Tmtc1	NM_198967	0.05583636	1.07E-02	-3.5	-3.38791	-3.83E-01	transmembrane and tetratricopeptide repeat containing 1
10568605	Ctbp2	NM_001170744	0.05585335	1.07E-02	3.5	-3.3884	3.57E-01	C-terminal binding protein 2
10592727	Rnf26	ENSMUST00000056328	0.055871	1.07E-02	3.5	-3.38903	5.70E-01	ring finger protein 26
10387138	Usp43	NM_001291049	0.055871	1.07E-02	-3.5	-3.38921	-4.57E-01	ubiquitin specific peptidase 43
10596166	1300017J02Rik	NM_027918	0.055871	1.07E-02	-3.5	-3.38921	-4.57E-01	RIKEN cDNA 1300017J02 gene
10385818	Uqcrq	NM_025352	0.05588323	1.07E-02	3.5	-3.38961	4.23E-01	"ubiquinol-cytochrome c reductase, complex III subunit VII"
10567131	Nup35	NM_001190179	0.05591284	1.07E-02	3.5	-3.39044	6.07E-01	nucleoporin 35
10574934	Nrn1l	NM_175024	0.05591284	1.07E-02	-3.5	-3.39062	-4.03E-01	neuritin 1-like
10415017		ENSMUST00000103698	0.05591284	1.07E-02	-3.5	-3.39065	-5.63E-01	
10339930		0	0.0559325	1.07E-02	-3.5	-3.39131	-8.50E-01	
10509030	Runx3	NM_019732	0.0559325	1.07E-02	-3.5	-3.39134	-3.70E-01	runt related transcription factor 3
10503212	Chd7	NM_001277149	0.05593853	1.07E-02	-3.5	-3.39161	-9.77E-01	chromodomain helicase DNA binding protein 7
10384349	Polr2c	NM_009090	0.05595501	1.07E-02	3.49	-3.39209	4.93E-01	polymerase (RNA) II (DNA directed) polypeptide C
10502934	Rabggtb	NM_001163478	0.05598206	1.07E-02	3.49	-3.39276	4.73E-01	"Rab geranylgeranyl transferase, b subunit"
10410115	Aaed1	NM_025370	0.05600192	1.07E-02	-3.49	-3.3933	-5.97E-01	AhpC/TSA antioxidant enzyme domain containing 1
10548547		ENSMUST00000182210	0.05600717	1.07E-02	3.49	-3.39356	5.43E-01	
10562480	Nudt19	NM_033080	0.05602637	1.07E-02	3.49	-3.39409	5.80E-01	nudix (nucleoside diphosphate linked moiety X)-type motif 19
10484610	Olfr1077-ps1	NR_033507	0.05602869	1.07E-02	-3.49	-3.39429	-4.03E-01	"olfactory receptor 1077, pseudogene 1"
10343555		0	0.05603277	1.07E-02	-3.49	-3.39455	-8.03E-01	
10543697	Zc3hc1	NM_172735	0.05603277	1.07E-02	3.49	-3.39468	5.30E-01	"zinc finger, C3HC type 1"
10569583	Ppfia1	NM_001033319	0.05608371	1.08E-02	-3.49	-3.39581	-4.33E-01	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
10512766	Trim14	NM_029077	0.05613225	1.08E-02	-3.49	-3.39694	-7.07E-01	tripartite motif-containing 14
10604958	Magea10	NM_001085506	0.05613225	1.08E-02	-3.49	-3.39706	-3.50E-01	"melanoma antigen family A, 10"
10338164		0	0.0561348	1.08E-02	-3.49	-3.39726	-7.23E-01	
10396231	Tomm20l	NM_029227	0.05616746	1.08E-02	-3.49	-3.39804	-4.17E-01	translocase of outer mitochondrial membrane 20 homolog (yeast)-like
10597098	Camp	NM_009921	0.0561692	1.08E-02	-3.49	-3.39823	-3.80E-01	cathelicidin antimicrobial peptide
10548128	Tspan9	NM_175414	0.0561881	1.08E-02	3.49	-3.39875	4.30E-01	tetraspanin 9
10375980	Aff4	NM_033565	0.05622091	1.08E-02	-3.49	-3.39954	-4.20E-01	"AF4/FMR2 family, member 4"
10413930	Fam170b	NM_001164485	0.05622825	1.08E-02	-3.49	-3.39987	-4.50E-01	"family with sequence similarity 170, member B"
10341575		0	0.05622825	1.08E-02	-3.49	-3.39999	-5.37E-01	
10579373	Mast3	NM_199308	0.05629925	1.08E-02	-3.49	-3.4015	-5.00E-01	microtubule associated serine/threonine kinase 3
10576940	Fam155a	AK149049	0.05632041	1.08E-02	-3.49	-3.40226	-5.20E-01	"family with sequence similarity 155, member A"
10464370	Slc18a2	NM_172523	0.05632041	1.08E-02	-3.49	-3.40233	-5.80E-01	"solute carrier family 18 (vesicular monoamine), member 2"
10338618		0	0.05632041	1.08E-02	-3.49	-3.40253	-1.04	
10340425		0	0.05632041	1.08E-02	-3.49	-3.40254	-6.40E-01	
10510047	Tmem51os1	NR_027137	0.05633045	1.08E-02	-3.49	-3.40288	-4.23E-01	Tmem51 opposite strand 1
10416437	Lcp1	NM_001247984	0.0563416	1.08E-02	3.49	-3.40342	5.37E-01	lymphocyte cytosolic protein 1
10406198	Mir692-3///Mir692-2///Ftl1	NM_010240	0.0563416	1.08E-02	3.49	-3.40365	4.27E-01	microRNA 692-3///microRNA 692-2///ferritin light polypeptide 1
10439566	Atp6v1a	NM_007508	0.0563416	1.08E-02	3.49	-3.40387	7.43E-01	"ATPase, H+ transporting, lysosomal V1 subunit A"
10339282		0	0.0563416	1.08E-02	-3.49	-3.40388	-1	
10404004	Vmn1r223///Vmn1r204///Vmn1r193///Vmn1r202	NM_001045544	0.0563416	1.08E-02	-3.49	-3.40399	-3.57E-01	vomeronasal 1 receptor 223///vomeronasal 1 receptor 204///vomeronasal 1 receptor 193///vomeronasal 1 receptor 202
10541555	Clec4a1	NM_199311	0.0563416	1.08E-02	3.49	-3.40404	1.14	"C-type lectin domain family 4, member a1"
10560242	C5ar1	NM_001173550	0.05637864	1.08E-02	3.49	-3.4049	1.65	complement component 5a receptor 1
10374400	Fbxo48	NM_176982	0.05638758	1.08E-02	3.49	-3.40523	7.00E-01	F-box protein 48
10340962		0	0.05638982	1.08E-02	-3.49	-3.40543	-9.63E-01	
10402648	Mpc1	NM_018819	0.05639241	1.09E-02	3.49	-3.40564	4.07E-01	mitochondrial pyruvate carrier 1
10411646	Gtf2h2	XM_006517661	0.05639241	1.09E-02	3.49	-3.40579	4.80E-01	"general transcription factor II H, polypeptide 2"
10448023	Gm3448///Gm3417///Tcte3	NM_001123367	0.05642441	1.09E-02	3.48	-3.40656	6.80E-01	predicted gene 3448///predicted gene 3417///t-complex-associated testis expressed 3
10383109	Card14	NM_130886	0.05645264	1.09E-02	-3.48	-3.40725	-3.63E-01	"caspase recruitment domain family, member 14"
10462346	Rcl1	NM_021525	0.05645264	1.09E-02	3.48	-3.40741	5.47E-01	RNA terminal phosphate cyclase-like 1
10339431		0	0.05649351	1.09E-02	-3.48	-3.40834	-6.17E-01	
10446907	Ttc27	NM_152817	0.05649692	1.09E-02	3.48	-3.40856	8.40E-01	tetratricopeptide repeat domain 27
10566543	Dchs1	NM_001162943	0.05653693	1.09E-02	-3.48	-3.40948	-3.93E-01	dachsous 1 (Drosophila)
10438517	Alg3	NM_145939	0.05653717	1.09E-02	3.48	-3.40976	7.20E-01	"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)"
10372815	Lemd3	NM_001081193	0.05653717	1.09E-02	-3.48	-3.40994	-5.67E-01	LEM domain containing 3
10484865		ENSMUST00000117787	0.05653717	1.09E-02	-3.48	-3.40995	-5.80E-01	
10407387	Gm7120	NM_001039244	0.05662148	1.09E-02	3.48	-3.41171	6.93E-01	predicted gene 7120
10353844	Neurl3	NM_153408	0.05662516	1.09E-02	-3.48	-3.41193	-1.11	neuralized E3 ubiquitin protein ligase 3
10346323	Mars2	NM_175439	0.05665736	1.09E-02	-3.48	-3.4127	-6.03E-01	methionine-tRNA synthetase 2 (mitochondrial)
10380419	Col1a1	NM_007742	0.05665946	1.09E-02	3.48	-3.41319	4.63E-01	"collagen, type I, alpha 1"
10343667		0	0.05665946	1.09E-02	-3.48	-3.41322	-7.77E-01	
10405733	Zfp808///Gm5141///Zfp934	NM_001039239	0.05665946	1.09E-02	3.48	-3.41329	1.07	zinc finger protein 80///predicted gene 5141///zinc finger protein 934
10406859	Zfp366	NM_001004149	0.05665946	1.09E-02	-3.48	-3.41337	-3.97E-01	zinc finger protein 366
10533316	Erp29	NM_026129	0.05666448	1.09E-02	3.48	-3.41362	5.67E-01	endoplasmic reticulum protein 29
10533246	Oas1a///Oas1g	NM_011852	0.05667423	1.09E-02	3.48	-3.4141	5.17E-01	2'-5' oligoadenylate synthetase 1A///2'-5' oligoadenylate synthetase 1G
10477854	Epb41l1	NM_001006664	0.05667423	1.09E-02	3.48	-3.41411	7.57E-01	erythrocyte membrane protein band 4.1 like 1
10578515	Ankrd37	NM_001039562	0.05671504	1.09E-02	3.48	-3.41504	6.87E-01	ankyrin repeat domain 37
10342310		0	0.05671711	1.09E-02	-3.48	-3.41524	-8.37E-01	
10447167	Mta3	NM_001171052	0.0567455	1.10E-02	-3.48	-3.41593	-4.63E-01	metastasis associated 3
10558508	Pwwp2b	NM_001098636	0.0567473	1.10E-02	3.48	-3.41612	4.03E-01	PWWP domain containing 2B
10388971	Utp6	NM_144826	0.05675548	1.10E-02	3.48	-3.41643	4.60E-01	UTP6 small subunit processome component
10559207	Lsp1	NM_001136071	0.05678938	1.10E-02	-3.48	-3.41723	-4.93E-01	lymphocyte specific 1
10375838	Col23a1	NM_153393	0.05682125	1.10E-02	-3.48	-3.418	-4.43E-01	"collagen, type XXIII, alpha 1"
10365302	A230046K03Rik	NM_001033375	0.05682125	1.10E-02	-3.48	-3.41814	-6.47E-01	RIKEN cDNA A230046K03 gene
10551822	Zfp382	NM_001081007	0.05682346	1.10E-02	3.48	-3.41834	9.20E-01	zinc finger protein 382
10441456	Synj2	NM_001113351	0.05682414	1.10E-02	3.48	-3.41851	7.70E-01	synaptojanin 2
10437680	Prm2	NM_008933	0.05687103	1.10E-02	-3.48	-3.41955	-3.77E-01	protamine 2
10600819	Zxda///Zxdb	NM_001081473	0.05689317	1.10E-02	-3.47	-3.42013	-5.87E-01	"zinc finger, X-linked, duplicated A///zinc finger, X-linked, duplicated B"
10340301		0	0.05692204	1.10E-02	-3.47	-3.42089	-1.26	
10535213	Snx8	NM_172277	0.05692204	1.10E-02	3.47	-3.4212	5.47E-01	sorting nexin 8
10551069	Zfp526///Zfp526	NM_175436	0.05692204	1.10E-02	-3.47	-3.42125	-4.93E-01	zinc finger protein 526///zinc finger protein 526
10422026	Prr30	NM_029680	0.05692204	1.10E-02	-3.47	-3.42133	-3.67E-01	proline rich 30
10486499	Tmem87a	NM_001110496	0.05692204	1.10E-02	-3.47	-3.42145	-3.73E-01	transmembrane protein 87A
10415248	Pck2	NM_028994	0.05693463	1.10E-02	3.47	-3.42184	6.80E-01	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
10565461	A230065N10Rik	ENSMUST00000172178	0.05693541	1.10E-02	-3.47	-3.42208	-3.97E-01	RIKEN cDNA A230065N10 gene
