	GeneSymbol_GSM2386506_Kupper.txt	mRNA_Accession_GSM2386506_Kupper.txt	adj.P.Val_GSM2386506_Kupper.txt	logFC_GSM2386506_Kupper.txt	GeneSymbol_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	mRNA_Accession_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	adj.P.Val_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	logFC_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	GeneSymbol_GSE79858_Slansky_TIL_v_TN.txt	mRNA_Accession_GSE79858_Slansky_TIL_v_TN.txt	adj.P.Val_GSE79858_Slansky_TIL_v_TN.txt	logFC_GSE79858_Slansky_TIL_v_TN.txt	GeneSymbol_GSE_Anderson_TIL_v_Naive.txt	mRNA_Accession_GSE_Anderson_TIL_v_Naive.txt	adj.P.Val_GSE_Anderson_TIL_v_Naive.txt	logFC_GSE_Anderson_TIL_v_Naive.txt
4320	C030037D09Rik	NR_038058	0.8356	0.19796367												
4321	C030037F17Rik	AK021128	0.9309	0.068625												
4322	C030039L03Rik	NM_198417	0.8325	0.18345867												
4323	C030044B11Rik	NR_015601	0.8264	0.35750667												
4324	C030046E11Rik	ENSMUST00000043610	0.4451	0.87131933												
4325	C030046I01Rik	NM_177994	0.5533	-0.34199933												
4326	C030047K22Rik	AK021157	0.9779	-0.02844333									C030047K22Rik	XR_383849	0.254	-0.25592800000000004
4327	C030048B08Rik	ENSMUST00000042753	0.861	-0.17755533												
4328	C030048H21Rik	AK021159	0.7588	0.17640067	C030048H21Rik	AK021159	0.9905430000000001	-0.00947102	C030048H21Rik	AK021159	0.0596688	-0.583	C030048H21Rik	XM_003945328	0.05605	-0.7819008000000001
4329	C130021I20Rik	NR_046275	0.9107	0.08666267	C130021I20Rik	NR_046275	0.8706274999999999	0.142032405	C130021I20Rik	NR_046275	0.281391215	-0.175	C130021I20Rik	NM_177842	0.642	-0.1773834
4330	C130022K22Rik	NM_172730	0.4218	-0.92063067												
4331	C130023O10Rik	BC147129	0.9837	-0.02301133	C130023O10Rik	BC147129	0.959599	0.03121813	C130023O10Rik	BC147129	0.18013348	-0.263				
4332	C130026I21Rik	NM_175219	0.8002250000000001	-0.26658733250000005	C130026I21Rik	XM_006535863	0.470166	-0.597016985	C130026I21Rik	XM_006535863	0.004670280000000001	-0.8414999999999999	C130026I21Rik	NM_001037909	0.042395333333333333	-1.0011501
4333	C130026L21Rik	NR_015546	0.8073	0.189139	C130026L21Rik	NR_015546	0.8784770000000001	-0.09752028	C130026L21Rik	NR_015546	0.50520809	-0.17	C130026L21Rik	NM_177875	0.932	-0.0214671
4334	C130030K03Rik	NR_046212	0.8198	0.13545433	C130030K03Rik	NR_046212	0.766921	-0.15025048	C130030K03Rik	NR_046212	0.35742055	-0.23	C130030K03Rik	NR_046212	0.941	-0.0184794
4335	C130036K02	AK081545	0.1138	-1.37855233												
4336	C130036L24Rik	NR_015507	0.8002	-0.22692733	C130036L24Rik	ENSMUST00000137643	0.908885	-0.15687999	C130036L24Rik	ENSMUST00000137643	0.421476915	-0.011999999999999997	C130036L24Rik	NR_015507	0.133	-0.7380239000000001
4337	C130039O16Rik	NM_001163502	0.1744	1.538933												
4338	C130046K22Rik	AK165205	0.7062	0.25708867									C130046K22Rik	NR_102388	0.0396	-0.9528784
4339	C130050O18Rik	NM_177000	0.6151	0.325685	C130050O18Rik	NM_177000	0.700041	0.31288591	C130050O18Rik	NM_177000	0.3264489	-0.2	C130050O18Rik	NM_177000	0.23	0.44834529999999995
4340	C130060C02Rik	NR_045355	0.8686	0.12216833												
4341	C130060K24Rik	NM_175524	0.4913	-0.429179	C130060K24Rik	NM_175524	0.93416	-0.08028775	C130060K24Rik	NM_175524	0.86003552	0.0367				
4342	C130071C03Rik	NR_015561	0.9617	-0.044129									C130071C03Rik	NM_177100	0.295075	0.34411895000000003
4343	C130073F10Rik	AK081744	0.9964	0.00409433	C130073F10Rik	XR_376472	0.8524809999999999	-0.16987339999999998	C130073F10Rik	XR_376472	0.26694339	-0.337	C130073F10Rik	XR_035215	0.94	-0.0277692
4344	C130074G19Rik	ENSMUST00000048308	0.9903	0.01040033	C130074G19Rik	NM_178692	0.788984	0.37631582	C130074G19Rik	NM_178692	0.04275756	-0.45				
4345	C130079G13Rik	NM_177661	0.9487	-0.049459	C130079G13Rik	NM_177661	0.800683	-0.12939419	C130079G13Rik	NM_177661	0.81310917	-0.04	C130079G13Rik	NM_177661	0.428	-0.3564443
4346	C130080G10Rik	NR_028422	0.7657	0.18241833									C130080G10Rik	NR_028422	0.894	-0.0629263
4347	C130083M11Rik	NR_040717	0.4166	-0.38134233												
4348	C1d	NM_020558	0.8075	-0.23044433	C1d	NM_020558	0.8976190000000001	0.17868278	C1d	NM_020558	0.02661529	0.823	C1d	NM_020558	0.17919666666666667	0.4991874333333333
4349	C1galt1	ENSMUST00000040159	0.7743	-0.43936333	C1galt1	NM_052993	0.779713	0.4260463	C1galt1	NM_052993	0.25520289	0.42	C1galt1	NM_052993	0.26696666666666663	0.1632710666666666
4350	C1galt1c1	NM_021550	0.5628	-0.31795933	C1galt1c1	NM_021550	0.564883	1.18192272	C1galt1c1	NM_021550	0.06816091	0.647	C1galt1c1	NM_021550	0.6775	-0.21205620000000003
4351	C1qa	NM_007572	0.4943	1.04194533	C1qa	NM_007572	0.807307	0.19766116	C1qa	NM_007572	0.05240736	1.49	C1qa	NM_007572	0.0258	3.2503718
4352	C1qb	NM_009777	0.046	3.31081	C1qb	NM_009777	0.8033899999999999	0.22758102	C1qb	NM_009777	0.00860311	2.46	C1qb	NM_009777	0.02433	4.936442799999999
4353	C1qbp	NM_007573	0.8335	-0.323097	C1qbp	NM_007573	0.8362719999999999	-0.44972477	C1qbp	NM_007573	0.00628482	1.11	C1qbp	NM_007573	0.116	0.37050609999999995
4354	C1qc	ENSMUST00000046332	0.5766	1.031401	C1qc	NM_007574	0.23606300000000002	0.56927476	C1qc	NM_007574	0.01112738	3.13	C1qc	NM_007574	0.0236	3.8020447
4355	C1ql1	NM_011795	0.8203	-0.16500967	C1ql1	NM_011795	0.8752209999999999	-0.13206253	C1ql1	NM_011795	0.96715984	0.01	C1ql1	NM_011795	0.145	-0.4602302
4356	C1ql2	NM_207233	0.8869	0.14556633	C1ql2	NM_207233	0.9399959999999999	-0.09300944	C1ql2	NM_207233	0.83403453	0.0367	C1ql2	NM_207233	0.156	-0.8666464
4357	C1ql3	ENSMUST00000061545	0.9916	0.00734133	C1ql3	NM_153155	0.9187540000000001	0.07665709	C1ql3	NM_153155	0.45860206	0.177	C1ql3	NM_153155	0.007524333333333334	3.0186391999999995
4358	C1ql4	ENSMUST00000064462	0.7845	0.15754567	C1ql4	NM_001024702	0.9855299999999999	0.01420205	C1ql4	NM_001024702	0.71870786	0.0867				
4359	C1qtnf1	NM_019959	0.71765	0.233277335	C1qtnf1	NM_001204129	0.80325	-0.16323685	C1qtnf1	NM_001204129	0.13266864	0.45299999999999996	C1qtnf1	NM_001204129	0.877	-0.04670740000000001
4360	C1qtnf2	NM_026979	0.4774	0.395948	C1qtnf2	NM_026979	0.849075	-0.09864312	C1qtnf2	NM_026979	0.23067874	-0.23	C1qtnf2	NM_026979	0.927	-0.051355700000000004
4361	C1qtnf3	NM_001204134	0.8952	0.16190233	C1qtnf3	NM_001204134	0.624609	-0.36573776	C1qtnf3	NM_001204134	0.97477761	0.006670000000000001	C1qtnf3	NM_001204134	0.636	0.10796359999999999
4362	C1qtnf4	NM_026161	0.6003	-0.31285433	C1qtnf4	NM_026161	0.994801	0.00649947	C1qtnf4	NM_026161	0.25798458	-0.243	C1qtnf4	NM_026161	0.47835	0.23319249999999997
4363	C1qtnf5	NM_145613	0.9036	0.023563670000000002	C1qtnf5	NM_001040631	0.891862	-0.09484102	C1qtnf5	NM_001040631	0.48239201	-0.107	C1qtnf5	NM_001040631	0.132	-0.35185140000000004
4364	C1qtnf6	NM_028331	0.9268	-0.076896	C1qtnf6	NM_001204152	0.995836	-0.00520061	C1qtnf6	NM_001204152	0.00087941	2.42	C1qtnf6	NM_001204152	8.23e-05	3.575996
4365	C1qtnf7	ENSMUST00000076939	0.8332	0.12616133	C1qtnf7	NM_001135172	0.790365	-0.20438711	C1qtnf7	NM_001135172	0.20629054	-0.363	C1qtnf7	NM_001135172	0.5525	0.1402079
4366	C1qtnf9	NM_183175	0.80675	0.285633	C1qtnf9	NM_183175	0.9561040000000001	0.04062018	C1qtnf9	NM_183175	0.16926413	-0.257	C1qtnf9	NM_183175	0.486	0.15242550000000002
4367	C1ra	NM_023143	0.8381	0.357435	C1ra	NM_023143	0.6832100000000001	-0.31042943500000003	C1ra	NM_023143	0.0030721150000000003	1.175	C1ra	NM_023143	0.056885000000000005	1.5235097499999999
4368	C1rb	NM_001113356	0.6573	-0.43289233												
4369	C1rl	NM_181344	0.4781	0.379135	C1rl	NM_181344	0.9150530000000001	-0.09786784	C1rl	NM_181344	0.59664732	0.0967				
4370	C1s	NM_144938	0.6960500000000001	0.45005533												
4371	C2	NM_013484	0.9435	0.06813033	C2	NM_013484	0.913876	0.07023614	C2	NM_013484	0.45366898	-0.13	C2	NM_013484	0.4500166666666667	-0.5525475666666667
4372	C230004F18Rik	NR_030706	0.816	0.138829	C230004F18Rik	ENSMUST00000096426	0.8542	-0.11772627	C230004F18Rik	ENSMUST00000096426	0.80303732	-0.0533	C230004F18Rik	NM_177916	0.755	-0.0605756
4373	C230014O12Rik	AK048710	0.9934	0.01259133									C230014O12Rik	XR_374270	0.5720000000000001	0.1061653
4374	C230021G24Rik	AK082191	0.8485	0.231117									C230021G24Rik	XR_105380	0.48100000000000004	-0.2452395
4375	C230024C17	NR_046171	0.8857	-0.10256067												
4376	C230035I16Rik	NR_015492	0.999	0.00207033									C230035I16Rik	NR_015492	0.00132	1.2304733
4377	C230036H16Rik	AK082312	0.986	-0.01870767												
4378	C230052I12Rik	ENSMUST00000032704	0.5573	-0.8998440000000001												
4379	C230057M02Rik	AK032654	0.9859	0.02053167									C230057M02Rik	XR_388139	0.405	-0.3546149
4380	C230060E24	AK048775	0.8206	-0.17117000000000002												
4381	C230066G23Rik	AK082582	0.5229	-1.534104									C230066G23Rik	BG067732	5.91e-05	-2.9905239
4382	C230072F16Rik	AK048814	0.9435	0.06831767									C230072F16Rik	XR_385792	0.20500000000000002	-0.38964565
4383	C230079O03	NR_040459	0.8724	-0.11064467												
4384	C230081A13Rik	NM_172924	0.7269	0.38446667												
4385	C230088H06Rik	AK089842	0.82	0.133313												
4386	C230091D08Rik	NR_015479	0.3079	-0.53234167	C230091D08Rik	NM_001033962	0.720916	-0.40427824	C230091D08Rik	NM_001033962	0.26848916	0.44	C230091D08Rik	NR_015479	0.42898	-0.5269223
4387	C230096C10Rik	NM_146157	0.9468	0.13760933												
4388	C2cd2	NM_174847	0.9369	0.15152267	C2cd2	NM_174847	0.375446	-0.49996332	C2cd2	NM_174847	0.28460782	-0.213	C2cd2	NM_174847	0.08057500000000001	0.059388500000000025
4389	C2cd2l	NM_027909	0.9414	0.07606900000000001	C2cd2l	NM_027909	0.881602	-0.14135178	C2cd2l	NM_027909	0.73255988	0.0767	C2cd2l	NM_027909	0.77	-0.12774205
4390	C2cd3	NM_001017985	0.1248	-1.13966367	C2cd3	NM_001017985	0.557228	-0.44209421	C2cd3	NM_001017985	0.87437601	-0.0367	C2cd3	NM_001017985	0.076515	-0.16518205000000008
4391	C2cd4a	NM_001163143	0.5867	0.324546	C2cd4a	NM_001163143	0.927902	-0.11001863	C2cd4a	NM_001163143	0.74426069	0.0633				
4392	C2cd4b	NM_001081314	0.5913999999999999	0.284899665	C2cd4b	NM_001081314	0.8291379999999999	-0.16247003	C2cd4b	NM_001081314	0.56299267	0.147	C2cd4b	NM_001081314	0.659	0.19953310000000002
4393	C2cd4c	NM_198614	0.9435	-0.09397767	C2cd4c	NM_001168624	0.725917	0.27957794	C2cd4c	NM_001168624	0.40107847	-0.177	C2cd4c	NM_001168624	0.626	0.1019051
4394	C2cd4d	NM_001136117	0.9084	-0.10905333												
4395	C3	NM_009778	0.1477	2.24934833	C3	NM_009778	0.648105	0.34787514	C3	NM_009778	0.02124274	0.873	C3	NM_009778	0.0386	1.4726229
4396	C330002G04Rik	BC044868	0.4663	0.36702333												
4397	C330005M16Rik	ENSMUST00000040112	0.9701	0.03050233												
4398	C330006A16Rik	NM_001256522	0.9442333333333334	-0.19087966999999997									C330006A16Rik	NM_001256521	0.0179	-1.0434259
4399	C330006K01Rik	NM_172725	0.6912	-0.5925630000000001												
4400	C330007P06Rik	NM_029951	0.6269	0.295728335	C330007P06Rik	NM_029951	0.8354755	-0.349690395	C330007P06Rik	NM_029951	0.27434453	0.09999999999999999	C330007P06Rik	NM_029951	0.05405	0.8423675500000001
4401	C330008G21Rik	NR_040617	0.9752	-0.02982367												
4402	C330011F03	NR_046166	0.9723	-0.02862633												
4403	C330013E15Rik	NR_045701	0.8819	0.208445												
4404	C330013F16Rik	NR_045455	0.9707	-0.02877967												
4405	C330013J21Rik	AK021199	0.7026	-0.39295433												
4406	C330018A13Rik	AK033917	0.6605	0.307922												
4407	C330018D20Rik	NM_029909	0.2908	-0.740718	C330018D20Rik	NM_029909	0.642312	-0.22023148	C330018D20Rik	NM_029909	0.88029447	-0.0567	C330018D20Rik	NM_029909	0.00822	-0.16677290000000006
4408	C330019F10Rik	AK049282	0.9979	-0.00347767												
4409	C330019G07Rik	NM_194340	0.2503	-0.70518233												
4410	C330021F23Rik	NM_001024728	0.948	-0.04768033	C330021F23Rik	NM_001024728	0.926162	-0.08098685	C330021F23Rik	NM_001024728	0.18629785	-0.32				
4411	C330022C24Rik	NR_045717	0.5329	0.367668									C330022C24Rik	NR_045717	0.483	-0.21477870000000002
4412	C330024C12Rik	NR_046016	0.8452	-0.19521733												
4413	C330024D21Rik	NR_015582	0.9628	0.05537933	C330024D21Rik	NR_015582	0.9011549999999999	0.087634	C330024D21Rik	NR_015582	0.7073472	0.09	C330024D21Rik	NR_015582	0.42200000000000004	-0.29504169999999996
4414	C330026H20Rik	AK082813	0.8417	-0.14313900000000002												
4415	C330027C09Rik	NM_172616	0.9778	0.02952433	C330027C09Rik	NM_172616	0.9680690000000001	-0.025927699999999998	C330027C09Rik	NM_172616	0.00041947	2.42	C330027C09Rik	NM_172616	0.489245	1.9955022
4416	C330046G03Rik	AJ487520	0.964	-0.04480467												
4417	C330046G13Rik	NR_040658	0.9658	0.03717167												
4418	C3ar1	NM_009779	0.2802	2.55444967	C3ar1	NM_009779	0.9522299999999999	-0.07372523	C3ar1	NM_009779	0.04211297	2.4	C3ar1	NM_009779	0.03476666666666667	2.997887766666667
4419	C430002E04Rik	NR_040385	0.6141	0.29682367												
4420	C430002N11Rik	AK049386	0.8715	0.21218933									C430002N11Rik	NR_102293	0.326	-0.39730129999999997
4421	C430039J16Rik	AK021247	0.9735	-0.03957667									C430039J16Rik	AK021247	0.392	0.1632006
4422	C430042M11Rik	AK049571	0.9003	0.19216167									C430042M11Rik	XR_385826	0.0577	1.0238207000000001
4423	C430048L16Rik	NM_198957	0.3482	-0.52410333												
4424	C430049B03Rik	NR_038184	0.9321	0.06488	C430049B03Rik	NR_030275	0.946948	-0.05438041000000001	C430049B03Rik	NR_030275	0.45498297666666665	-0.17566666666666667				
4425	C4a	NM_011413	0.7828	0.32300500000000004	C4a	NM_011413	0.8474209999999999	0.09817630000000001	C4a	NM_011413	0.25741267	-0.207	C4a	NM_009780	0.287	0.9177689
4426	C4b	NM_009780	0.4725	1.770361	C4b	NM_009780	0.725795	0.22884607	C4b	NM_009780	0.47544504	-0.11699999999999999				
4427	C4bp	ENSMUST00000027657	0.9004	-0.10443067	C4bp	NM_007576	0.9460940000000001	0.04499584	C4bp	NM_007576	0.60726008	0.0933	C4bp	NM_007576	0.715	0.14813189999999998
4428	C4bp-ps1	NR_028304	0.9864	0.01679033	C4bp-ps1	NR_028304	0.9885200000000001	-0.00926851	C4bp-ps1	NR_028304	0.41966657	-0.13699999999999998	C4bp-ps1	NR_028304	0.188	0.2935707
4429	C530005A16Rik	NR_029450	0.9321	-0.14461133	C530005A16Rik	NR_029450	0.937427	0.06553204	C530005A16Rik	NR_029450	0.7991176999999999	0.10300000000000001	C530005A16Rik	NR_029450	0.907	-0.0711699
4430	C530008M17Rik	NM_001163793	0.9127	0.08373033	C530008M17Rik	XM_006535001	0.9317246666666666	-0.03229934666666667	C530008M17Rik	XM_006535001	0.3615752566666666	-0.16223333333333334	C530008M17Rik	NM_001163793	0.6343	0.07233144
4431	C530028O21Rik	NM_175696	0.8599	0.22056867												
4432	C530044C16Rik	NR_045984	0.9235	-0.07108567									C530044C16Rik	NR_045984	0.177	0.36526
4433	C530047H08Rik	BC094394	0.87	-0.166736												
4434	C530050E15Rik	AK049793	0.1298	-2.10639333												
4435	C5ar1	NM_001173550	0.5278	1.13854433	C5ar1	NM_001173550	0.8747309999999999	0.11252269999999999	C5ar1	NM_001173550	0.05637864	1.65	C5ar1	NM_001173550	0.21929299999999996	3.1531578500000004
4436	C6	NM_016704	0.9691	0.03110733	C6	NM_016704	0.978643	-0.01672795	C6	NM_016704	0.48126107	-0.177	C6	NM_016704	0.679	0.17690160000000002
4437	C630004H02Rik	NM_175454	0.139	0.962457												
4438	C630016N16Rik	AK049951	0.9892	-0.02098267												
4439	C630020P19Rik	NR_040354	0.8842	0.09063467												
4440	C630028M04Rik	NR_040668	0.8982	0.104036												
4441	C630031E19	NR_046080	0.768	0.159896												
4442	C630043F03Rik	NR_027923	0.6412	0.30045633									C630043F03Rik	NR_027923	0.9195	-0.027203750000000002
4443	C7	NM_001243837	0.713	0.20875967	C7	NM_001243837	0.889726	0.09498691	C7	NM_001243837	0.1987579	-0.23				
4444	C730002L08Rik	NR_045778	0.9855	0.015806999999999998												
4445	C730027H18Rik	NR_038040	0.969	-0.05526167									C730027H18Rik	NR_038040	0.634	0.08831510000000001
4446	C730036E19Rik	NR_038011	0.9229	0.077473									C730036E19Rik	NR_038011	0.45899999999999996	0.14722520000000003
4447	C77080	NM_001033189	0.858	0.11518699999999997	C77080	NM_001033189	0.940301	-0.08315146	C77080	NM_001033189	0.34865575	-0.207	C77080	NM_001033189	0.406	-0.3646127
4448	C77370	DQ975303	0.9553	-0.047093	C77370	NM_001077354	0.831942	-0.12240817	C77370	NM_001077354	0.80310868	-0.0433	C77370	NM_001077354	0.13695000000000002	0.06423924999999998
4449	C78339	ENSMUST00000099547	0.7102	-0.24731												
4450	C78653	XR_105388	0.67	0.31187967												
4451	C80913	NM_011274	0.3933	-0.60353833												
4452	C820005J03Rik	AK050510	0.9271	0.06135533									C820005J03Rik	XR_104839	0.28800000000000003	-0.27603190000000005
4453	C86187	NR_015609	0.7741	0.361676									C86187	NR_015609	0.6074999999999999	-0.20702419999999996
4454	C86695	NM_001081662	0.7972	0.15889967												
4455	C87198	NR_046002	0.6992	0.23672533									C87198	NR_046002	0.305	-0.2651338
4456	C87414	NM_001164284	0.9330166666666666	0.019469998333333332									C87414	NM_001164284	0.30300000000000005	-0.18508270000000004
4457	C87436	NM_001243741	0.1309	-1.03063733	C87436	NM_001243741	0.947627	0.11816072	C87436	NM_001243741	0.07754719	-0.42	C87436	NM_001243741	0.07733333333333332	0.04012549999999996
4458	C87499	NM_198663	0.7406	0.306129	C87499	NM_198663	0.794558	-0.32102606	C87499	NM_198663	0.15766072	-0.40299999999999997	C87499	NM_198663	0.7290000000000001	-0.0806901
4459	C87977	NM_001177542	0.9107	0.08254267	C87977	NM_001177542	0.9267150000000001	-0.06146165	C87977	NM_001177542	0.42897772333333334	-0.16233333333333333	C87977	NM_001177542	0.866	0.0385703
4460	C8a	NM_146148	0.7482	0.17814933	C8a	NM_001290645	0.927733	-0.07666101	C8a	NM_001290645	0.86332772	-0.0333	C8a	NM_001290645	0.325	-0.2234161
4461	C8b	NM_133882	0.9217	-0.08205333	C8b	NM_133882	0.984239	0.01699912	C8b	NM_133882	0.10958696	-0.31	C8b	NM_133882	0.0791	-0.8936651
4462	C8g	ENSMUST00000040042	0.8805	-0.165577	C8g	NM_027062	0.555038	0.36753594	C8g	NM_027062	0.56963526	-0.11	C8g	NM_001271777	0.254	0.5330531
4463	C9	ENSMUST00000022749	0.8842	0.101739	C9	NM_013485	0.7765489999999999	-0.19589253	C9	NM_013485	0.37030427	-0.14	C9	NM_013485	0.455	-0.3298831
4464	C920006O11Rik	NR_040401	0.7652	-0.35326133									C920006O11Rik	NR_040401	0.14425000000000002	-0.37041120000000005
4465	C920021L13Rik	NR_040446	0.514	0.8671463349999999									C920021L13Rik	NR_040446	0.32	-0.21703099999999997
4466	CK137956	ENSMUST00000030614	0.9578	0.056396	CK137956	NM_001134733	0.8844850000000001	0.08949928	CK137956	NM_001134733	0.78187897	-0.06				
4467	COX2	AF378830	0.8157	0.15032	COX2	ENSMUST00000082405	0.917292	-0.09884701	COX2	ENSMUST00000082405	0.82287429	-0.0367				
4468	Cab39	NM_133781	0.6563	0.24512333	Cab39	NM_133781	0.859914	0.242204675	Cab39	NM_133781	0.31144357	-0.178	Cab39	NM_133781	0.0418	1.33003515
4469	Cab39l	NM_026908	0.4407	-0.715933	Cab39l	NM_026908	0.915761	-0.1409605	Cab39l	NM_026908	0.70068838	0.0967	Cab39l	NM_026908	0.23025	-0.19734717499999999
4470	Cabin1	NM_172549	0.2357	-0.811303	Cabin1	NM_172549	0.604013	-0.52163743	Cabin1	NM_172549	0.02949606	-0.523	Cabin1	NM_172549	0.30716666666666664	-1.2107838999999998
4471	Cables1	NM_001146287	0.63245	0.8439805	Cables1	NM_001146287	0.728909	0.18025555	Cables1	NM_001146287	0.53760822	0.10300000000000001	Cables1	NM_001146287	0.012289999999999999	1.7791196999999999
4472	Cables2	NM_145851	0.8711	-0.50058933	Cables2	NM_145851	0.9766090000000001	-0.06917662	Cables2	NM_145851	0.6329880999999999	-0.0933	Cables2	NM_145851	0.0526	0.6821478
4473	Cabp1	ENSMUST00000031519	0.8958	0.16692967	Cabp1	NM_013879	0.9296540000000001	0.09742366	Cabp1	NM_013879	0.91804927	0.02	Cabp1	NM_013879	0.755	0.2416346
4474	Cabp2	NM_001160253	0.8695	-0.123123	Cabp2	NM_001160252	0.765832	0.26623249	Cabp2	NM_001160252	0.14122743	-0.313	Cabp2	NM_001160252	0.8909999999999999	0.05725449999999999
4475	Cabp4	NM_144532	0.8465	0.184243	Cabp4	NM_144532	0.655651	0.33086555	Cabp4	NM_144532	0.85499912	-0.0833	Cabp4	NM_144532	0.3033	-0.36364620000000003
4476	Cabp5	NM_013877	0.7496	0.26283967	Cabp5	NM_013877	0.790383	-0.21935731	Cabp5	NM_013877	0.34328602	-0.163	Cabp5	NM_013877	0.8009999999999999	-0.14489605
4477	Cabp7	ENSMUST00000009219	0.7042	0.216916	Cabp7	NM_138948	0.9005139999999999	0.13289191	Cabp7	NM_138948	0.7112039000000001	-0.133	Cabp7	NM_138948	0.23450000000000001	0.08239850000000001
4478	Cabyr	NM_027687	0.7288	0.25504667	Cabyr	NM_001042418	0.9483809999999999	0.04141002	Cabyr	NM_001042418	0.61592521	-0.0933	Cabyr	NM_001042418	0.45153333333333334	0.22795453333333335
4479	Cacfd1	NM_001243240	0.8574	0.171559	Cacfd1	XM_006498159	0.914976	-0.110041305	Cacfd1	XM_006498159	0.15914897500000003	-0.2515	Cacfd1	NM_001243239	0.25266666666666665	-0.4549308
4480	Cachd1	ENSMUST00000030257	0.8686	-0.10353567	Cachd1	NM_198037	0.8888469999999999	0.07909642	Cachd1	NM_198037	0.10446772	-0.33299999999999996	Cachd1	NM_198037	0.1631	-0.51582945
4481	Cacna1a	NM_007578	0.4703	-0.341588	Cacna1a	NM_001252059	0.8044979999999999	-0.13339515	Cacna1a	NM_001252059	0.36426938	0.223	Cacna1a	NM_001252059	0.0872525	-0.003567624999999963
4482	Cacna1b	ENSMUST00000070864	0.9831	-0.02172533	Cacna1b	NM_001042528	0.638686	0.23469408	Cacna1b	NM_001042528	0.42290317	-0.133	Cacna1b	NM_001042528	0.668	-0.186852975
4483	Cacna1c	NM_009781	0.93	0.06526833	Cacna1c	NM_001159533	0.992576	0.00639118	Cacna1c	NM_001159533	0.60471618	0.0967	Cacna1c	NM_001159533	0.5605	0.09890854999999998
4484	Cacna1d	NM_028981	0.7089	0.25834133	Cacna1d	NM_001083616	0.8514	0.10417727	Cacna1d	NM_001083616	0.7422509	0.0633	Cacna1d	NM_001083616	0.352	0.37586390000000003
4485	Cacna1e	NM_009782	0.7843	0.199833	Cacna1e	NM_009782	0.754855	0.21038315	Cacna1e	NM_009782	0.60763214	-0.0867	Cacna1e	NM_009782	0.543	0.140857
4486	Cacna1f	NM_019582	0.8595	0.11441099999999997	Cacna1f	NM_019582	0.8737870000000001	-0.0947599	Cacna1f	NM_019582	0.08416123	-0.34299999999999997	Cacna1f	NM_019582	0.835	0.055022900000000007
4487	Cacna1g	NM_009783	0.7526	0.192305	Cacna1g	NM_001112813	0.935155	-0.0721844	Cacna1g	NM_001112813	0.38841999	-0.17300000000000001	Cacna1g	NM_001112813	0.245	-0.7734215
4488	Cacna1h	NM_021415	0.9009	-0.08946733	Cacna1h	NM_001163691	0.825931	-0.17740186	Cacna1h	NM_001163691	0.17214778	-0.27	Cacna1h	NM_001163691	0.9099999999999999	-0.056238550000000005
4489	Cacna1i	NM_001044308	0.879	0.12666567	Cacna1i	NM_001044308	0.913108	-0.06638633	Cacna1i	NM_001044308	0.13973756	-0.307				
4490	Cacna1s	ENSMUST00000112068	0.8665	0.11450233	Cacna1s	NM_001081023	0.897543	-0.07632001	Cacna1s	NM_001081023	0.32533318	-0.22699999999999998	Cacna1s	NM_001081023	0.604	0.1839168
4491	Cacna2d1	NM_001110843	0.4767	0.40386233	Cacna2d1	NM_001110843	0.8019685	-0.13389389000000002	Cacna2d1	NM_001110843	0.507078915	0.1485	Cacna2d1	NM_001110843	0.5266	-0.006727680000000004
4492	Cacna2d2	ENSMUST00000168532	0.5831	-0.34810433	Cacna2d2	NM_001174047	0.975601	0.01898205	Cacna2d2	NM_001174047	0.06069343	-0.38299999999999995	Cacna2d2	NM_001174047	0.27624000000000004	-1.0369546666666667
4493	Cacna2d3	NM_009785	0.7532	0.22144467	Cacna2d3	NM_009785	0.899284	-0.06632535	Cacna2d3	NM_009785	0.20796044	-0.243	Cacna2d3	NM_009785	0.322	-0.21920429999999996
4494	Cacna2d4	NM_001033382	0.989	-0.01311833	Cacna2d4	NM_001033382	0.9795149999999999	-0.02201463	Cacna2d4	NM_001033382	0.2362725	-0.3	Cacna2d4	NM_001033382	0.0166529	-1.556849
4495	Cacnb1	NM_031173	0.9782	0.03000233	Cacnb1	NM_001159319	0.709368	-0.18692878	Cacnb1	NM_001159319	0.01151828	-0.797	Cacnb1	NM_001159319	0.24004650000000002	-1.204540475
4496	Cacnb2	NM_023116	0.5098	0.391204165	Cacnb2	NM_001252533	0.883426	-0.03856359	Cacnb2	NM_001252533	0.06465655000000001	0.613	Cacnb2	NM_001252533	0.1245	-0.3428688
4497	Cacnb3	NM_007581	0.9049	0.14118133	Cacnb3	NM_001044741	0.6806270000000001	-0.31308986	Cacnb3	NM_001044741	0.07336627	0.54	Cacnb3	NM_001044741	0.0515	0.9979573
4498	Cacnb4	NM_001037099	0.7346	0.08728166500000001	Cacnb4	NM_001037099	0.922118	-0.09077296	Cacnb4	NM_001037099	0.11558325	-0.29	Cacnb4	NM_001037099	0.29673333333333335	0.4113141333333334
4499	Cacng1	ENSMUST00000021065	0.9847	0.024125	Cacng1	NM_007582	0.82875	0.20230599999999999	Cacng1	NM_007582	0.3324072	-0.19	Cacng1	NM_007582	0.836	-0.08258589999999999
